Letterboxd URI,Title,Year,imdb,tmdb
/film/how-green-was-my-valley/,How Green Was My Valley,1941,tt0033729,43266
/film/only-angels-have-wings/,Only Angels Have Wings,1939,tt0031762,43832
/film/judge-dredd/,Judge Dredd,1995,tt0113492,9482
/film/the-fits/,The Fits,2015,tt4238858,358807
/film/after-the-storm-2016/,After the Storm,2016,tt5294966,374671
/film/metropolitan/,Metropolitan,1990,tt0100142,15389
/film/papillon-2017/,Papillon,2017,tt5093026,433498
/film/cobra-1986/,Cobra,1986,tt0090859,9874
/film/night-of-the-creeps/,Night of the Creeps,1986,tt0091630,15762
/film/our-idiot-brother/,Our Idiot Brother,2011,tt1637706,59968
/film/la-femme-nikita/,La Femme Nikita,1990,tt0100263,9322
/film/psycho-1998/,Psycho,1998,tt0155975,11252
/film/the-seventh-continent/,The Seventh Continent,1989,tt0098327,32761
/film/a-shaun-the-sheep-movie-farmageddon/,A Shaun the Sheep Movie: Farmageddon,2019,tt6193408,422803
/film/swordfish/,Swordfish,2001,tt0244244,9705
/film/dirty-rotten-scoundrels/,Dirty Rotten Scoundrels,1988,tt0095031,10141
/film/ghost-ship/,Ghost Ship,2002,tt0288477,9645
/film/the-day-the-earth-stood-still-2008/,The Day the Earth Stood Still,2008,tt0970416,10200
/film/amistad/,Amistad,1997,tt0118607,11831
/film/intolerance-loves-struggle-throughout-the-ages/,Intolerance: Love's Struggle Throughout the Ages,1916,tt0006864,3059
/film/juliet-naked/,"Juliet, Naked",2018,tt5607096,458344
/film/cult-of-chucky/,Cult of Chucky,2017,tt3280262,393345
/film/naked-gun-33-the-final-insult/,Naked Gun 33⅓: The Final Insult,1994,tt0110622,36593
/film/beavis-and-butt-head-do-america/,Beavis and Butt-Head Do America,1996,tt0115641,3179
/film/the-long-kiss-goodnight/,The Long Kiss Goodnight,1996,tt0116908,11412
/film/wait-until-dark/,Wait Until Dark,1967,tt0062467,11206
/film/flatliners/,Flatliners,1990,tt0099582,1551
/film/queen-of-earth/,Queen of Earth,2015,tt3993894,300542
/film/the-amityville-horror/,The Amityville Horror,1979,tt0078767,11449
/film/mind-game/,Mind Game,2004,tt0452039,21712
/film/mystery-men/,Mystery Men,1999,tt0132347,9824
/film/blackpink-light-up-the-sky/,BLACKPINK: Light Up the Sky,2020,tt13058290,740996
/film/inspector-gadget/,Inspector Gadget,1999,tt0141369,332
/film/in-this-corner-of-the-world/,In This Corner of the World,2016,tt4769824,378108
/film/behind-the-candelabra/,Behind the Candelabra,2013,tt1291580,119675
/film/ravenous/,Ravenous,1999,tt0129332,10212
/film/troll-2/,Troll 2,1990,tt0105643,26914
/film/beyond-the-valley-of-the-dolls/,Beyond the Valley of the Dolls,1970,tt0065466,5722
/film/road-trip/,Road Trip,2000,tt0215129,9285
/film/a-whisker-away/,A Whisker Away,2020,tt11958344,667520
/film/sex-tape/,Sex Tape,2014,tt1956620,225886
/film/the-forty-year-old-version/,The Forty-Year-Old Version,2020,tt10642834,620897
/film/two-lane-blacktop/,Two-Lane Blacktop,1971,tt0067893,27236
/film/the-last-stand-2013/,The Last Stand,2013,tt1549920,76640
/film/threads/,Threads,1984,tt0090163,17835
/film/the-zero-theorem/,The Zero Theorem,2013,tt2333804,157834
/film/the-duchess/,The Duchess,2008,tt0864761,12783
/film/nine-days/,Nine Days,2020,tt10451852,607430
/film/blue-collar/,Blue Collar,1978,tt0077248,14839
/film/waitress/,Waitress,2007,tt0473308,10758
/film/dont-think-twice/,Don't Think Twice,2016,tt4972062,356298
/film/roman-j-israel-esq/,"Roman J. Israel, Esq.",2017,tt6000478,413362
/film/investigation-of-a-citizen-above-suspicion/,Investigation of a Citizen Above Suspicion,1970,tt0065889,26451
/film/psycho-ii/,Psycho II,1983,tt0086154,10576
/film/an-american-tail/,An American Tail,1986,tt0090633,4978
/film/kumiko-the-treasure-hunter/,"Kumiko, the Treasure Hunter",2014,tt3263614,244563
/film/the-dressmaker-2015/,The Dressmaker,2015,tt2910904,298382
/film/underworld-evolution/,Underworld: Evolution,2006,tt0401855,834
/film/sinbad-legend-of-the-seven-seas/,Sinbad: Legend of the Seven Seas,2003,tt0165982,14411
/film/the-servant/,The Servant,1963,tt0057490,42987
/film/faster-pussycat-kill-kill/,"Faster, Pussycat! Kill! Kill!",1965,tt0059170,315
/film/ghosts-of-girlfriends-past/,Ghosts of Girlfriends Past,2009,tt0821640,12556
/film/bull-durham/,Bull Durham,1988,tt0094812,287
/film/gimme-shelter-1970/,Gimme Shelter,1970,tt0065780,132
/film/the-dark-and-the-wicked/,The Dark and the Wicked,2020,tt10229558,680593
/film/chaplin/,Chaplin,1992,tt0103939,10435
/film/cant-hardly-wait/,Can't Hardly Wait,1998,tt0127723,15037
/film/muppet-treasure-island/,Muppet Treasure Island,1996,tt0117110,10874
/film/starry-eyes/,Starry Eyes,2014,tt2793490,254194
/film/mississippi-grind/,Mississippi Grind,2015,tt2349144,309242
/film/in-the-line-of-fire/,In the Line of Fire,1993,tt0107206,9386
/film/hercules-2014/,Hercules,2014,tt1267297,184315
/film/triple-9/,Triple 9,2016,tt1712261,146198
/film/the-happytime-murders/,The Happytime Murders,2018,tt1308728,412988
/film/wag-the-dog/,Wag the Dog,1997,tt0120885,586
/film/top-hat/,Top Hat,1935,tt0027125,3080
/film/marty/,Marty,1955,tt0048356,15919
/film/stay/,Stay,2005,tt0371257,8066
/film/the-toxic-avenger/,The Toxic Avenger,1984,tt0090190,15239
/film/dan-in-real-life/,Dan in Real Life,2007,tt0480242,7211
/film/shock-corridor/,Shock Corridor,1963,tt0057495,25504
/film/the-last-unicorn/,The Last Unicorn,1982,tt0084237,10150
/film/the-masque-of-the-red-death/,The Masque of the Red Death,1964,tt0058333,25319
/film/the-sparks-brothers/,The Sparks Brothers,2021,tt8610436,776485
/film/youth-in-revolt/,Youth in Revolt,2009,tt0403702,22327
/film/mimic/,Mimic,1997,tt0119675,4961
/film/images/,Images,1972,tt0068732,29449
/film/spy-game/,Spy Game,2001,tt0266987,1535
/film/harold-kumar-escape-from-guantanamo-bay/,Harold & Kumar Escape from Guantanamo Bay,2008,tt0481536,13335
/film/the-silence-2019/,The Silence,2019,tt7315484,527261
/film/buffy-the-vampire-slayer/,Buffy the Vampire Slayer,1992,tt0103893,10206
/film/what-about-bob/,What About Bob?,1991,tt0103241,10276
/film/only-the-brave-2017/,Only the Brave,2017,tt3829920,395991
/film/norbit/,Norbit,2007,tt0477051,9757
/film/rio-2/,Rio 2,2014,tt2357291,172385
/film/cujo/,Cujo,1983,tt0085382,10489
/film/the-five-year-engagement/,The Five-Year Engagement,2012,tt1195478,72207
/film/analyze-this/,Analyze This,1999,tt0122933,9535
/film/planet-earth-2006/,Planet Earth,2006,tt0795176,1044
/film/aloha/,Aloha,2015,tt1243974,222936
/film/the-lords-of-salem/,The Lords of Salem,2012,tt1731697,104755
/film/the-asphalt-jungle/,The Asphalt Jungle,1950,tt0042208,16958
/film/i-vitelloni/,I Vitelloni,1953,tt0046521,12548
/film/maniac-1980/,Maniac,1980,tt0081114,27346
/film/the-call-of-the-wild-2020/,The Call of the Wild,2020,tt7504726,481848
/film/the-adventures-of-baron-munchausen/,The Adventures of Baron Munchausen,1988,tt0096764,14506
/film/the-mummy/,The Mummy,1932,tt0023245,15849
/film/the-dirty-dozen/,The Dirty Dozen,1967,tt0061578,1654
/film/la-belle-noiseuse/,La Belle Noiseuse,1991,tt0101428,12627
/film/make-way-for-tomorrow/,Make Way for Tomorrow,1937,tt0029192,41059
/film/the-stepford-wives-2004/,The Stepford Wives,2004,tt0327162,9890
/film/captain-underpants-the-first-epic-movie/,Captain Underpants: The First Epic Movie,2017,tt2091256,268531
/film/they-came-together/,They Came Together,2014,tt2398249,180296
/film/need-for-speed/,Need for Speed,2014,tt2369135,136797
/film/a-nos-amours/,À Nos Amours,1983,tt0086650,2282
/film/streets-of-fire/,Streets of Fire,1984,tt0088194,14746
/film/the-butler/,The Butler,2013,tt1327773,132363
/film/the-turning-2020/,The Turning,2020,tt7510346,492611
/film/midnight-express/,Midnight Express,1978,tt0077928,11327
/film/el-mariachi/,El Mariachi,1992,tt0104815,9367
/film/a-star-is-born-1954/,A Star Is Born,1954,tt0047522,3111
/film/twilight-zone-the-movie/,Twilight Zone: The Movie,1983,tt0086491,15301
/film/waynes-world-2/,Wayne's World 2,1993,tt0108525,8873
/film/home-on-the-range/,Home on the Range,2004,tt0299172,13700
/film/the-eyes-of-my-mother/,The Eyes of My Mother,2016,tt5225338,371560
/film/the-secret-of-nimh/,The Secret of NIMH,1982,tt0084649,11704
/film/flashdance/,Flashdance,1983,tt0085549,535
/film/california-split/,California Split,1974,tt0071269,32044
/film/its-complicated/,It's Complicated,2009,tt1230414,22897
/film/a-summers-tale/,A Summer's Tale,1996,tt0115940,37563
/film/i-huckabees/,I ♥ Huckabees,2004,tt0356721,1599
/film/grimsby/,Grimsby,2016,tt3381008,267193
/film/from-hell/,From Hell,2001,tt0120681,768
/film/basket-case/,Basket Case,1982,tt0083624,27813
/film/beethoven/,Beethoven,1992,tt0103786,11806
/film/a-page-of-madness/,A Page of Madness,1926,tt0017048,94525
/film/amanda-knox/,Amanda Knox,2016,tt5952332,411009
/film/star-trek-first-contact/,Star Trek: First Contact,1996,tt0117731,199
/film/in-the-earth/,In the Earth,2021,tt13429362,748853
/film/why-dont-you-play-in-hell/,Why Don't You Play in Hell?,2013,tt2409302,134350
/film/ashes-and-diamonds/,Ashes and Diamonds,1958,tt0052080,5055
/film/the-name-of-the-rose/,The Name of the Rose,1986,tt0091605,192
/film/excalibur/,Excalibur,1981,tt0082348,11527
/film/johnny-mnemonic/,Johnny Mnemonic,1995,tt0113481,9886
/film/before-i-wake/,Before I Wake,2016,tt3174376,301804
/film/osmosis-jones/,Osmosis Jones,2001,tt0181739,12610
/film/suspicion/,Suspicion,1941,tt0034248,11462
/film/stillwater-2021/,Stillwater,2021,tt10696896,616651
/film/the-hitcher/,The Hitcher,1986,tt0091209,9542
/film/the-cremator/,The Cremator,1969,tt0063633,18352
/film/the-thin-man/,The Thin Man,1934,tt0025878,3529
/film/a-face-in-the-crowd/,A Face in the Crowd,1957,tt0050371,21849
/film/animal-kingdom/,Animal Kingdom,2010,tt1313092,44629
/film/plan-9-from-outer-space/,Plan 9 from Outer Space,1957,tt0052077,10513
/film/giant/,Giant,1956,tt0049261,1712
/film/the-great-silence/,The Great Silence,1968,tt0063032,9028
/film/miracle-on-34th-street/,Miracle on 34th Street,1947,tt0039628,11881
/film/vampires/,Vampires,1998,tt0120877,9945
/film/the-seven-year-itch/,The Seven Year Itch,1955,tt0048605,10653
/film/world-on-a-wire/,World on a Wire,1973,tt0070904,53094
/film/patriot-games/,Patriot Games,1992,tt0105112,9869
/film/its-a-mad-mad-mad-mad-world/,"It's a Mad, Mad, Mad, Mad World",1963,tt0057193,11576
/film/lethal-weapon-4/,Lethal Weapon 4,1998,tt0122151,944
/film/american-mary/,American Mary,2012,tt1959332,126277
/film/doom/,Doom,2005,tt0419706,8814
/film/the-ten-commandments-1956/,The Ten Commandments,1956,tt0049833,6844
/film/journey-to-italy/,Journey to Italy,1954,tt0046511,2748
/film/new-york-new-york/,"New York, New York",1977,tt0076451,12637
/film/trouble-in-paradise/,Trouble in Paradise,1932,tt0023622,195
/film/rec-2/,[REC]²,2009,tt1245112,10664
/film/open-your-eyes/,Open Your Eyes,1997,tt0125659,1902
/film/dark-star/,Dark Star,1974,tt0069945,1410
/film/ferdinand/,Ferdinand,2017,tt3411444,364689
/film/get-shorty/,Get Shorty,1995,tt0113161,8012
/film/the-bye-bye-man/,The Bye Bye Man,2017,tt4030600,292280
/film/memories/,Memories,1995,tt0113799,42994
/film/jack-the-giant-slayer/,Jack the Giant Slayer,2013,tt1351685,81005
/film/batman-ninja/,Batman Ninja,2018,tt7451284,485942
/film/the-perfect-storm/,The Perfect Storm,2000,tt0177971,2133
/film/lifeforce/,Lifeforce,1985,tt0089489,11954
/film/dear-white-people/,Dear White People,2014,tt2235108,114750
/film/the-life-and-death-of-colonel-blimp/,The Life and Death of Colonel Blimp,1943,tt0036112,25037
/film/jay-and-silent-bob-reboot/,Jay and Silent Bob Reboot,2019,tt6521876,440762
/film/pan-2015/,Pan,2015,tt3332064,266647
/film/fiddler-on-the-roof/,Fiddler on the Roof,1971,tt0067093,14811
/film/cliffhanger/,Cliffhanger,1993,tt0106582,9350
/film/eagle-eye/,Eagle Eye,2008,tt1059786,13027
/film/star-trek-iii-the-search-for-spock/,Star Trek III: The Search for Spock,1984,tt0088170,157
/film/cold-mountain/,Cold Mountain,2003,tt0159365,2289
/film/martin-eden-2019/,Martin Eden,2019,tt4516162,582873
/film/the-traitor-2019/,The Traitor,2019,tt7736478,575452
/film/piranhas/,Piranhas,2019,tt8740778,574436
/film/the-first-king/,The First King,2019,tt7278824,565179
/film/loro/,Loro,2018,tt10182822,541660
/film/on-my-skin/,On My Skin,2018,tt7121252,538362
/film/perfect-strangers-2016/,Perfect Strangers,2016,tt4901306,381341
/film/they-call-me-jeeg/,They Call Me Jeeg,2015,tt3775086,364433
/film/suburra/,Suburra,2015,tt4025514,356296
/film/dont-be-bad/,Don't Be Bad,2015,tt1167611,359156
/film/tale-of-tales-2015/,Tale of Tales,2015,tt3278330,314405
/film/hungry-hearts-2014/,Hungry Hearts,2014,tt3344922,283698
/film/i-can-quit-whenever-i-want/,I Can Quit Whenever I Want,2014,tt3438354,250219
/film/human-capital/,Human Capital,2013,tt2465578,244088
/film/the-great-beauty/,The Great Beauty,2013,tt2358891,179144
/film/the-best-offer/,The Best Offer,2013,tt1924396,152742
/film/reality/,Reality,2012,tt1846487,103758
/film/caesar-must-die/,Caesar Must Die,2012,tt2177511,96821
/film/this-must-be-the-place/,This Must Be the Place,2011,tt1440345,53487
/film/corpo-celeste/,Corpo Celeste,2011,tt1886502,64835
/film/we-have-a-pope/,We Have a Pope,2011,tt1456472,61667
/film/le-quattro-volte/,Le quattro volte,2010,tt1646975,57389
/film/loose-cannons-2010/,Loose Cannons,2010,tt1405810,40794
/film/il-divo/,Il Divo,2008,tt1023490,8832
/film/gomorrah/,Gomorrah,2008,tt0929425,8882
/film/the-consequences-of-love/,The Consequences of Love,2004,tt0398883,24653
/film/the-best-of-youth/,The Best of Youth,2003,tt0346336,11659
/film/im-not-scared/,I'm Not Scared,2003,tt0326977,25300
/film/at-the-first-breath-of-wind/,At the First Breath of Wind,2002,tt0328825,220005
/film/the-sons-room/,The Son's Room,2001,tt0208990,11447
/film/one-hundred-steps/,One Hundred Steps,2000,tt0238891,29458
/film/malena/,Malena,2000,tt0213847,10867
/film/the-legend-of-1900/,The Legend of 1900,1998,tt0120731,10376
/film/three-men-and-a-leg/,Three Men and a Leg,1997,tt0135007,38286
/film/life-is-beautiful/,Life Is Beautiful,1997,tt0118799,637
/film/voices-through-time/,Voices Through Time,1996,tt0118098,202253
/film/a-pure-formality/,A Pure Formality,1994,tt0110917,19223
/film/caro-diario/,Caro diario,1993,tt0109382,25403
/film/the-stolen-children/,The Stolen Children,1992,tt0104663,47714
/film/mediterraneo/,Mediterraneo,1991,tt0102426,38251
/film/nostos-the-return/,Nostos: The Return,1989,tt0100271,237957
/film/demons-2/,Demons 2,1986,tt0090930,40342
/film/ginger-and-fred/,Ginger and Fred,1986,tt0091113,42021
/film/demons/,Demons,1985,tt0089013,14029
/film/nothing-left-to-do-but-cry/,Nothing Left to Do but Cry,1984,tt0087814,27670
/film/chaos/,Chaos,1984,tt0087537,38164
/film/and-the-ship-sails-on/,And the Ship Sails On,1983,tt0087188,5622
/film/identification-of-a-woman/,Identification of a Woman,1982,tt0084116,53234
/film/the-night-of-the-shooting-stars/,The Night of the Shooting Stars,1982,tt0084422,42130
/film/the-new-york-ripper/,The New York Ripper,1982,tt0084719,30874
/film/the-house-by-the-cemetery/,The House by the Cemetery,1981,tt0082966,28794
/film/the-black-cat-1981/,The Black Cat,1981,tt0080440,26503
/film/city-of-the-living-dead/,City of the Living Dead,1980,tt0081318,24920
/film/city-of-women/,City of Women,1980,tt0080539,11936
/film/from-the-clouds-to-the-resistance/,From the Clouds to the Resistance,1979,tt0079023,87415
/film/caligula/,Caligula,1979,tt0080491,9453
/film/christ-stopped-at-eboli/,Christ Stopped at Eboli,1979,tt0079010,42169
/film/the-tree-of-wooden-clogs/,The Tree of Wooden Clogs,1978,tt0077138,31542
/film/the-inglorious-bastards/,The Inglorious Bastards,1978,tt0076584,22311
/film/the-psychic/,The Psychic,1977,tt0075614,27703
/film/a-special-day/,A Special Day,1977,tt0076085,42229
/film/an-average-little-man/,An Average Little Man,1977,tt0129794,54561
/film/fellinis-casanova/,Fellini's Casanova,1976,tt0074291,42236
/film/keoma/,Keoma,1976,tt0074740,6609
/film/ugly-dirty-and-bad/,"Ugly, Dirty and Bad",1976,tt0074252,19413
/film/the-innocent-1976/,The Innocent,1976,tt0074686,4286
/film/the-house-of-the-laughing-windows/,The House of the Laughing Windows,1976,tt0074287,57447
/film/1900/,1900,1976,tt0074084,3870
/film/allegro-non-troppo/,Allegro Non Troppo,1976,tt0074121,22561
/film/illustrious-corpses/,Illustrious Corpses,1976,tt0074262,62789
/film/the-messiah/,The Messiah,1975,tt0077925,8430
/film/my-friends-1975/,My Friends,1975,tt0072637,20914
/film/seven-beauties/,Seven Beauties,1975,tt0075040,37550
/film/white-collar-blues/,White Collar Blues,1975,tt0071486,25606
/film/we-all-loved-each-other-so-much/,We All Loved Each Other So Much,1974,tt0075793,42269
/film/swept-away/,Swept Away,1974,tt0073817,37916
/film/arabian-nights-1974/,Arabian Nights,1974,tt0071502,47406
/film/the-night-porter/,The Night Porter,1974,tt0071910,26648
/film/cartesius/,Cartesius,1974,tt0161382,117410
/film/my-name-is-nobody/,My Name Is Nobody,1973,tt0070215,9474
/film/la-grande-bouffe/,La Grande Bouffe,1973,tt0070130,10102
/film/love-and-anarchy/,Love and Anarchy,1973,tt0070061,65332
/film/ludwig/,Ludwig,1973,tt0068883,3478
/film/torso/,Torso,1973,tt0069920,31624
/film/le-notti-bianche/,Le Notti Bianche,1957,tt0050782,43231
/film/il-grido/,Il Grido,1957,tt0050458,41054
/film/toto-peppino-and-the-hussy/,"Toto, Peppino, and the Hussy",1956,tt0049866,55960
/film/le-amiche/,Le Amiche,1955,tt0047821,46979
/film/sea-countrymen/,Sea Countrymen,1955,tt0166543,222226
/film/the-swindlers-1955/,The Swindlers,1955,tt0047876,36102
/film/islands-of-fire/,Islands of Fire,1955,tt0179897,129971
/film/senso/,Senso,1954,tt0047469,43195
/film/the-white-sheik/,The White Sheik,1952,tt0044000,43361
/film/europe-51/,Europe '51,1952,tt0043511,41464
/film/rome-11-00/,Rome 11:00,1952,tt0045098,158693
/film/bellissima/,Bellissima,1951,tt0043332,43372
/film/miracle-in-milan/,Miracle in Milan,1951,tt0043809,43379
/film/variety-lights/,Variety Lights,1950,tt0042692,43389
/film/the-flowers-of-st-francis/,The Flowers of St. Francis,1950,tt0042477,56518
/film/story-of-a-love-affair/,Story of a Love Affair,1950,tt0042355,49781
/film/stromboli/,Stromboli,1950,tt0041931,4173
/film/bitter-rice/,Bitter Rice,1949,tt0040737,31058
/film/la-terra-trema/,La Terra Trema,1948,tt0040866,43445
/film/paisan/,Paisan,1946,tt0038823,8429
/film/shoeshine/,Shoeshine,1946,tt0038913,43469
/film/the-children-are-watching-us/,The Children Are Watching Us,1944,tt0034493,61461
/film/ossessione/,Ossessione,1943,tt0035160,5155
/film/middle-class-train/,Middle-Class Train,1933,tt0024696,117569
/film/rapsodia-satanica/,Rapsodia Satanica,1917,tt0005951,135551
/film/cabiria/,Cabiria,1914,tt0003740,5153
/film/dantes-inferno-1911/,Dante's Inferno,1911,tt0002130,70512
/film/the-age-of-the-medici/,The Age of the Medici,1972,tt0069684,18490
/film/indian-summer-1972/,Indian Summer,1972,tt0069120,47251
/film/last-tango-in-paris/,Last Tango in Paris,1972,tt0070849,1643
/film/dont-torture-a-duckling/,Don't Torture a Duckling,1972,tt0069019,49361
/film/the-canterbury-tales/,The Canterbury Tales,1972,tt0067647,5691
/film/roma/,Roma,1972,tt0069191,11035
/film/the-seduction-of-mimi/,The Seduction of Mimi,1972,tt0068950,56153
/film/caliber-9/,Caliber 9,1972,tt0067429,40022
/film/the-mattei-affair/,The Mattei Affair,1972,tt0068346,62382
/film/four-flies-on-grey-velvet/,Four Flies on Grey Velvet,1971,tt0066735,30689
/film/short-night-of-glass-dolls/,Short Night of Glass Dolls,1971,tt0067384,39993
/film/duck-you-sucker/,"Duck, You Sucker",1971,tt0067140,336
/film/the-working-class-goes-to-heaven/,The Working Class Goes to Heaven,1971,tt0066919,56231
/film/the-decameron/,The Decameron,1971,tt0065622,33583
/film/death-in-venice/,Death in Venice,1971,tt0067445,6619
/film/a-lizard-in-a-womans-skin/,A Lizard in a Woman's Skin,1971,tt0067361,63025
/film/the-cat-o-nine-tails/,The Cat o' Nine Tails,1971,tt0065761,27431
/film/the-strange-vice-of-mrs-wardh/,The Strange Vice of Mrs Wardh,1971,tt0066412,30903
/film/they-call-me-trinity/,They Call Me Trinity,1970,tt0067355,9394
/film/the-garden-of-the-finzi-continis/,The Garden of the Finzi-Continis,1970,tt0065777,4789
/film/the-conformist/,The Conformist,1970,tt0065571,8416
/film/a-drama-of-jealousy-and-other-things/,A Drama of Jealousy (And Other Things),1970,tt0065662,56366
/film/five-dolls-for-an-august-moon/,Five Dolls for an August Moon,1970,tt0065553,28051
/film/zabriskie-point/,Zabriskie Point,1970,tt0066601,2998
/film/medea/,Medea,1969,tt0066065,26356
/film/burn/,Burn!,1969,tt0064866,42617
/film/the-damned/,The Damned,1969,tt0064118,41876
/film/fellini-satyricon/,Fellini Satyricon,1969,tt0064940,11163
/film/dillinger-is-dead/,Dillinger Is Dead,1969,tt0062893,56693
/film/spirits-of-the-dead/,Spirits of the Dead,1968,tt0063715,41225
/film/romeo-and-juliet-1968/,Romeo and Juliet,1968,tt0063518,6003
/film/danger-diabolik/,Danger: Diabolik,1968,tt0062861,2994
/film/oedipus-rex/,Oedipus Rex,1967,tt0061613,42691
/film/the-big-gundown/,The Big Gundown,1966,tt0063501,16662
/film/the-taking-of-power-by-louis-xiv/,The Taking of Power by Louis XIV,1966,tt0060860,69912
/film/kill-baby-kill/,"Kill, Baby... Kill!",1966,tt0060794,28049
/film/hawks-and-sparrows/,Hawks and Sparrows,1966,tt0061132,33954
/film/for-love-and-gold/,For Love and Gold,1966,tt0060125,23832
/film/the-10th-victim/,The 10th Victim,1965,tt0059095,65632
/film/i-knew-her-well/,I Knew Her Well,1965,tt0060545,59336
/film/juliet-of-the-spirits/,Juliet of the Spirits,1965,tt0059229,19120
/film/planet-of-the-vampires/,Planet of the Vampires,1965,tt0059792,17921
/film/fists-in-the-pocket/,Fists in the Pocket,1965,tt0059619,46591
/film/marriage-italian-style/,Marriage Italian Style,1964,tt0058335,49687
/film/the-gospel-according-to-matthew-1964/,The Gospel According to Matthew,1964,tt0058715,24192
/film/red-desert/,Red Desert,1964,tt0058003,26638
/film/love-meetings/,Love Meetings,1964,tt0057960,42733
/film/before-the-revolution/,Before the Revolution,1964,tt0056371,42788
/film/seduced-and-abandoned/,Seduced and Abandoned,1964,tt0058564,42790
/film/yesterday-today-and-tomorrow-1963/,"Yesterday, Today and Tomorrow",1963,tt0057171,42801
/film/the-organizer/,The Organizer,1963,tt0056945,51092
/film/hands-over-the-city/,Hands over the City,1963,tt0057286,58383
/film/the-whip-and-the-body/,The Whip and the Body,1963,tt0057078,27636
/film/black-sabbath/,Black Sabbath,1963,tt0057603,28043
/film/the-fiances/,The Fiancés,1963,tt0055981,66180
/film/rogopag/,Ro.Go.Pa.G.,1963,tt0056171,59045
/film/the-girl-who-knew-too-much/,The Girl Who Knew Too Much,1963,tt0057443,28041
/film/il-sorpasso/,Il Sorpasso,1962,tt0056512,24188
/film/mafioso/,Mafioso,1962,tt0056210,34866
/film/mamma-roma/,Mamma Roma,1962,tt0056215,47796
/film/leclisse/,L'Eclisse,1962,tt0056736,21135
/film/salvatore-giuliano/,Salvatore Giuliano,1962,tt0055399,27523
/film/divorce-italian-style/,Divorce Italian Style,1961,tt0055913,20271
/film/a-difficult-life/,A Difficult Life,1961,tt0055602,56343
/film/il-posto/,Il Posto,1961,tt0055320,31742
/film/accattone/,Accattone,1961,tt0054599,12491
/film/bandits-of-orgosolo/,Bandits of Orgosolo,1961,tt0053632,122699
/film/girl-with-a-suitcase/,Girl with a Suitcase,1961,tt0054225,49697
/film/two-women/,Two Women,1960,tt0054749,24167
/film/kapo/,Kapo,1960,tt0052961,45884
/film/violent-summer/,Violent Summer,1959,tt0052786,88395
/film/the-great-war/,The Great War,1959,tt0052861,55823
/film/general-della-rovere/,General Della Rovere,1959,tt0053856,43100
/film/time-stood-still/,Time Stood Still,1959,tt0052281,98060
/film/india-matri-bhumi/,India: Matri Bhumi,1959,tt0052923,128873
/film/big-deal-on-madonna-street/,Big Deal on Madonna Street,1958,tt0052216,24382
/film/orgosolos-shepherds/,Orgosolo’s Shepherds,1958,tt0193380,147306
/film/a-day-in-barbagia/,A Day in Barbagia,1958,tt0177802,227289
/film/fishing-boats/,Fishing Boats,1958,tt0193419,148068
/film/the-lord-of-the-rings-the-return-of-the-king/,The Lord of the Rings: The Return of the King,2003,tt0167260,122
/film/the-lord-of-the-rings-the-two-towers/,The Lord of the Rings: The Two Towers,2002,tt0167261,121
/film/the-pianist/,The Pianist,2002,tt0253474,423
/film/the-usual-suspects/,The Usual Suspects,1995,tt0114814,629
/film/back-to-the-future/,Back to the Future,1985,tt0088763,105
/film/american-history-x/,American History X,1998,tt0120586,73
/film/gladiator-2000/,Gladiator,2000,tt0172495,98
/film/the-intouchables/,The Intouchables,2011,tt1675434,77338
/film/casablanca/,Casablanca,1942,tt0034583,289
/film/the-lives-of-others/,The Lives of Others,2006,tt0405094,582
/film/sunset-boulevard/,Sunset Boulevard,1950,tt0043014,599
/film/witness-for-the-prosecution-1957/,Witness for the Prosecution,1957,tt0051201,37257
/film/spider-man-into-the-spider-verse/,Spider-Man: Into the Spider-Verse,2018,tt4633694,324857
/film/capernaum/,Capernaum,2018,tt8267604,517814
/film/avengers-endgame/,Avengers: Endgame,2019,tt4154796,299534
/film/das-boot/,Das Boot,1981,tt0082096,387
/film/hamilton-2020/,Hamilton,2020,tt8503618,556574
/film/3-idiots/,3 Idiots,2009,tt1187043,20453
/film/return-of-the-jedi/,Return of the Jedi,1983,tt0086190,1892
/film/m/,M,1931,tt0022100,832
/film/taare-zameen-par/,Taare Zameen Par,2007,tt0986264,7508
/film/andhadhun/,Andhadhun,2018,tt8108198,534780
/film/the-passion-of-joan-of-arc/,The Passion of Joan of Arc,1928,tt0019254,780
/film/to-be-or-not-to-be/,To Be or Not to Be,1942,tt0035446,198
/film/the-handmaiden/,The Handmaiden,2016,tt4016934,290098
/film/gangs-of-wasseypur-part-1/,Gangs of Wasseypur - Part 1,2012,tt1954470,117691
/film/the-bandit/,The Bandit,1996,tt0116231,26900
/film/hotel-rwanda/,Hotel Rwanda,2004,tt0395169,205
/film/demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train/,Demon Slayer – Kimetsu no Yaiba – The Movie: Mugen Train,2020,tt11032374,635302
/film/ratsasan/,Ratsasan,2018,tt7060344,412862
/film/pather-panchali/,Pather Panchali,1955,tt0048473,5801
/film/dune-2021/,Dune,2021,tt1160419,438631
/film/dangal/,Dangal,2016,tt5074352,360814
/film/the-father-2020/,The Father,2020,tt10272386,600354
/film/yojimbo/,Yojimbo,1961,tt0055630,11878
/film/ran/,Ran,1985,tt0089881,11645
/film/batman-begins/,Batman Begins,2005,tt0372784,272
